Borough,Neighborhood,Building Class Category,Tax Class As Of Final Roll 18/1,Block,Lot,Ease-Ment,Building Class As Of Final Roll 18/1,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3203,50, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,21000,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3205,16, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,2500,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3205,17, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,7500,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3205,21, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,5000,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3205,24, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,5000,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3205,27, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,5000,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3205,30, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,5000,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3205,33, ,V0,WHITNEY AVENUE                           ,            ,10305,0,0,0,6800,0,0,1,V0,0,2012-05-02 00:00:00
5,GRASMERE                 ,05  TAX CLASS 1 VACANT LAND                 ,1B,3232,90, ,V0,RADCLIFF ROAD                            ,            ,10305,0,0,0,6000,0,0,1,V0,0,2012-01-03 00:00:00
5,GRASMERE                 ,21  OFFICE BUILDINGS                        ,4,3183,1, ,O7,1099 TARGEE STREET                       ,            ,10304,0,1,1,14550,12920,1960,4,O7,0,2012-03-06 00:00:00
5,GRASMERE                 ,29  COMMERCIAL GARAGES                      ,1B,3229,63, ,V0,1091 HYLAN BOULEVARD                     ,            ,10305,0,1,1,10904,0,1965,4,G2,0,2012-02-24 00:00:00
5,GRASMERE                 ,29  COMMERCIAL GARAGES                      ,1B,3229,63, ,V0,1091 HYLAN BOULEVARD                     ,            ,10305,0,1,1,10904,0,1965,4,G2,0,2012-02-24 00:00:00
5,GRASMERE                 ,29  COMMERCIAL GARAGES                      ,1B,3229,63, ,V0,1091 HYLAN BOULEVARD                     ,            ,10305,0,1,1,10904,0,1965,4,G2,0,2012-02-24 00:00:00
5,GREAT KILLS              ,                                            ,4,4633,1001, ,RK,3871 AMBOY ROAD                          ,COM         ,10308,0,0,1,0,0,2008,4,RK,240000,2012-10-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,37, ,A5,31D FRANKLIN LANE                        ,            ,10306,1,0,1,960,864,1986,1,A5,280000,2012-12-14 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,55, ,A5,32D FRANKLIN LANE                        ,            ,10306,1,0,1,960,576,1986,1,A5,0,2012-02-17 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,77, ,A5,12G FRANKLIN LANE                        ,            ,10306,1,0,1,1443,576,1986,1,A5,10,2012-10-15 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4447,97, ,A5,7A FRANKLIN LANE                         ,            ,10306,1,0,1,1668,864,1986,1,A5,0,2012-07-02 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4465,1, ,A5,67 CHESS LOOP                            ,            ,10306,1,0,1,4688,1650,2003,1,A5,0,2012-07-21 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4465,3, ,A5,64 CHESS LOOP                            ,            ,10306,1,0,1,5030,1910,2003,1,A5,420000,2012-06-11 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4471,21, ,A9,42 BOYCE AVENUE                          ,            ,10306,1,0,1,2685,1720,1985,1,A9,362000,2012-08-02 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4471,53, ,A9,59 LYLE COURT                            ,            ,10306,1,0,1,2538,1500,1985,1,A9,0,2012-07-31 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4473,37, ,A9,98 BOYCE AVENUE                          ,            ,10306,1,0,1,3200,1320,1965,1,A9,440000,2012-04-25 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4474,79, ,A5,61 CORONA AVENUE                         ,            ,10306,1,0,1,2500,2710,1986,1,A5,0,2012-12-17 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4474,80, ,A5,63 CORONA AVENUE                         ,            ,10306,1,0,1,2500,2320,1986,1,A5,0,2012-04-23 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4474,97, ,A5,97 CORONA AVENUE                         ,            ,10306,1,0,1,3000,2320,1986,1,A5,0,2012-04-05 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4476,6, ,A5,19 BLYTHE PLACE                          ,            ,10306,1,0,1,3440,1872,1986,1,A5,425000,2012-12-27 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4476,42, ,A5,36 DINA COURT                            ,            ,10306,1,0,1,2650,1872,1986,1,A5,375000,2012-01-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4476,49, ,A5,26 DINA COURT                            ,            ,10306,1,0,1,2675,1872,1986,1,A5,357900,2012-08-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4476,49, ,A5,26 DINA COURT                            ,            ,10306,1,0,1,2675,1872,1986,1,A5,1756,2012-02-01 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4477,15, ,A5,40 BLYTHE PLACE                          ,            ,10306,1,0,1,2071,1484,1986,1,A5,365000,2012-06-07 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4477,16, ,A5,44 BLYTHE PLACE                          ,            ,10306,1,0,1,2052,1484,1986,1,A5,351000,2012-01-25 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4477,86, ,A5,17 PECK COURT                            ,            ,10306,1,0,1,500,1150,1990,1,A5,0,2012-04-09 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4477,91, ,A5,235 CORONA AVENUE                        ,            ,10306,1,0,1,2205,1504,1986,1,A5,373000,2012-12-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4477,103, ,A5,253 CORONA AVENUE                        ,            ,10306,1,0,1,2806,1504,1986,1,A5,0,2012-11-19 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4477,103, ,A5,253 CORONA AVENUE                        ,            ,10306,1,0,1,2806,1504,1986,1,A5,335000,2012-10-18 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4477,103, ,A5,253 CORONA AVENUE                        ,            ,10306,1,0,1,2806,1504,1986,1,A5,335000,2012-10-18 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,19, ,A9,46 CORONA AVENUE                         ,            ,10306,1,0,1,2500,1600,1985,1,A9,435000,2012-02-08 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,406, ,A5,35 CROFT COURT                           ,            ,10306,1,0,1,688,2112,1993,1,A5,329000,2012-03-29 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,417, ,A5,26 CROFT COURT                           ,            ,10306,1,0,1,946,2904,1988,1,A5,317500,2012-07-12 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,421, ,A5,34 CROFT COURT                           ,            ,10306,1,0,1,688,2112,1988,1,A5,0,2012-01-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,449, ,A5,23A FULLER COURT                         ,            ,10306,1,0,1,688,1068,1988,1,A5,220000,2012-06-07 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,472, ,A5,14A FULLER COURT                         ,            ,10306,1,0,1,946,1364,1988,1,A5,220000,2012-12-28 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,482, ,A5,226 CORONA AVENUE                        ,            ,10306,1,0,1,946,1364,1988,1,A5,310000,2012-05-22 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,493, ,A5,242 CORONA AVENUE                        ,            ,10306,1,0,1,688,1050,1988,1,A5,205000,2012-02-21 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,494, ,A5,244 CORONA AVENUE                        ,            ,10306,1,0,1,946,1364,1988,1,A5,255000,2012-10-15 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4478,627, ,A5,50 SABLE LOOP                            ,            ,10306,1,0,1,500,1240,1996,1,A5,275000,2012-09-17 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4500,28, ,A5,69 TANGLEWOOD DRIVE                      ,            ,10308,1,0,1,2578,1248,1983,1,A5,320000,2012-07-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4500,137, ,A5,73 IRONWOOD STREET                       ,            ,10308,1,0,1,1519,1440,1984,1,A5,0,2012-12-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4509,25, ,A5,273 CORBIN AVENUE                        ,            ,10308,1,0,1,2400,1440,1985,1,A5,353200,2012-11-08 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4509,59, ,A5,48 SANDALWOOD DRIVE                      ,            ,10308,1,0,1,1536,1440,1985,1,A5,0,2012-07-26 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4510,52, ,A5,358 TANGLEWOOD DRIVE                     ,            ,10308,1,0,1,1552,1350,1980,1,A5,0,2012-03-23 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4510,52, ,A5,358 TANGLEWOOD DRIVE                     ,            ,10308,1,0,1,1552,1350,1980,1,A5,204750,2012-02-29 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4569,23, ,A2,17 GREAVES COURT                         ,            ,10308,1,0,1,4000,1584,1975,1,A2,0,2012-10-09 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4572,49, ,A1,197 GREAVES AVENUE                       ,            ,10308,1,0,1,4600,1352,1965,1,A1,205000,2012-09-12 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4574,44, ,A1,146 CORBIN AVENUE                        ,            ,10308,1,0,1,4000,1880,1965,1,A1,525000,2012-07-11 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4575,29, ,A5,137 CORBIN AVENUE                        ,            ,10308,1,0,1,2450,1296,1975,1,A5,0,2012-07-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4575,42, ,A5,155 CORBIN AVENUE                        ,            ,10308,1,0,1,2500,1152,1970,1,A5,390000,2012-08-13 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4575,141, ,A5,276 SANDALWOOD DRIVE                     ,            ,10308,1,0,1,2100,1592,1985,1,A5,10,2012-08-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4579,28, ,A5,16 JUMEL STREET                          ,            ,10308,1,0,1,2500,2304,1999,1,A5,440000,2012-05-21 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4583,59, ,A2,361 CORBIN AVENUE                        ,            ,10308,1,0,1,4000,2244,1965,1,A2,0,2012-10-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4583,63, ,A2,353 CORBIN AVENUE                        ,            ,10308,1,0,1,4000,2244,1965,1,A2,10,2012-06-26 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4583,114, ,A2,266 TANGLEWOOD DRIVE                     ,            ,10308,1,0,1,2900,1100,1978,1,A2,0,2012-02-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4583,216, ,A9,148 TANGLEWOOD DRIVE                     ,            ,10308,1,0,1,2600,1360,1981,1,A9,395000,2012-08-13 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4583,235, ,A9,94 TANGLEWOOD DRIVE                      ,            ,10308,1,0,1,2472,1360,1981,1,A9,415000,2012-11-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4583,259, ,A1,32 TANGLEWOOD DRIVE                      ,            ,10308,1,0,1,3500,1496,1980,1,A1,355000,2012-02-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4588,41, ,A2,3 TROY STREET                            ,            ,10308,1,0,1,6300,1010,1950,1,A2,180492,2012-05-04 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4590,5, ,A2,507 MILES AVENUE                         ,            ,10308,1,0,1,4092,1708,1970,1,A2,372138,2012-03-13 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4590,14, ,A2,378 ARTHUR KILL ROAD                     ,            ,10308,1,0,1,5445,1708,1970,1,A2,460000,2012-11-30 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4591,21, ,A2,16 CROMER STREET                         ,            ,10308,1,0,1,4100,1345,1965,1,A2,0,2012-07-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4592,5, ,A2,100 DALEHAM STREET                       ,            ,10308,1,0,1,5800,900,1955,1,A2,0,2012-09-07 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4592,41, ,A2,83 ELKHART STREET                        ,            ,10308,1,0,1,5000,840,1960,1,A2,400000,2012-04-17 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4596,13, ,A5,406 ARTHUR KILL ROAD                     ,            ,10308,1,0,1,700,978,1985,1,A5,255000,2012-11-15 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4596,31, ,A5,416 ARTHUR KILL ROAD                     ,            ,10308,1,0,1,680,978,1985,1,A5,255000,2012-11-15 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4597,20, ,A2,118 DALEHAM STREET                       ,            ,10308,1,0,1,5200,900,1950,1,A2,390000,2012-12-12 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4597,20, ,A2,118 DALEHAM STREET                       ,            ,10308,1,0,1,5200,900,1950,1,A2,0,2012-08-10 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4599,6, ,A5,146 FAIRFIELD STREET                     ,            ,10308,1,0,1,2500,1500,2003,1,A5,482000,2012-09-28 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4600,8, ,A2,395 GIFFORDS LANE                        ,            ,10308,1,0,1,5000,696,1940,1,A2,0,2012-05-17 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4600,21, ,A1,132 GURLEY AVENUE                        ,            ,10308,1,0,1,5000,1218,1940,1,A1,0,2012-10-17 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4603,43, ,A1,69 JUMEL STREET                          ,            ,10308,1,0,1,5000,2338,1965,1,A1,0,2012-03-28 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4605,21, ,A1,144 ISLINGTON STREET                     ,            ,10308,1,0,1,6000,4105,1925,1,A1,168000,2012-07-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4607,31, ,A5,80 JUMEL STREET                          ,            ,10308,1,0,1,2438,1540,1994,1,A5,412500,2012-12-12 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4608,14, ,A9,114 KENNINGTON STREET                    ,            ,10308,1,0,1,2600,1280,1970,1,A9,422500,2012-08-29 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4608,27, ,A5,84 KENNINGTON STREET                     ,            ,10308,1,0,1,2725,2412,1998,1,A5,160000,2012-11-28 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4608,31, ,A5,72 KENNINGTON STREET                     ,            ,10308,1,0,1,2725,2412,1998,1,A5,0,2012-08-23 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4608,73, ,A5,127 LEVERETT AVENUE                      ,            ,10308,1,0,1,2550,1360,1970,1,A5,400000,2012-08-17 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4608,77, ,A5,135 LEVERETT AVENUE                      ,            ,10308,1,0,1,2500,1360,1970,1,A5,425000,2012-10-25 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4609,18, ,A2,92 LEVERETT AVENUE                       ,            ,10308,1,0,1,4000,1056,1960,1,A2,0,2012-12-21 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4609,54, ,A2,101 NAHANT STREET                        ,            ,10308,1,0,1,4000,1040,1960,1,A2,480000,2012-10-29 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4610,35, ,A2,162 JUMEL STREET                         ,            ,10308,1,0,1,4000,880,1960,1,A2,0,2012-03-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4610,211, ,A5,50 LINTON PLACE                          ,            ,10308,1,0,1,3540,2110,1960,1,A5,455000,2012-07-10 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4612,84, ,A5,172 LEVERETT AVENUE                      ,            ,10308,1,0,1,3000,2510,1998,1,A5,0,2012-02-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4613,41, ,A1,68 HOWTON AVENUE                         ,            ,10308,1,0,1,4926,3662,2007,1,A1,684000,2012-09-28 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4622,24, ,A1,119 KATAN AVENUE                         ,            ,10308,1,0,1,5500,2210,1955,1,A1,630000,2012-08-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4624,69, ,A1,28 SAMPSON AVENUE                        ,            ,10308,1,0,1,6250,1392,1940,1,A1,0,2012-03-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4624,206, ,A2,51 SCHLEY AVENUE                         ,            ,10308,1,0,1,5000,1224,1960,1,A2,0,2012-03-05 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4630,75, ,A2,72 SHAFTER AVENUE                        ,            ,10308,1,0,1,4275,1144,1960,1,A2,0,2012-02-13 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4633,1, ,A2,92 EXETER STREET                         ,            ,10308,1,0,1,4988,1170,1955,1,A2,0,2012-09-24 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4633,181, ,A2,46 GREAVES AVENUE                        ,            ,10308,1,0,1,5000,1318,1965,1,A2,0,2012-11-30 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4633,181, ,A2,46 GREAVES AVENUE                        ,            ,10308,1,0,1,5000,1318,1965,1,A2,325000,2012-11-30 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4640,129, ,A5,31 STERN COURT                           ,            ,10308,1,0,1,960,1327,1989,1,A5,325000,2012-08-30 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4645,70, ,A5,19 WILLOW LANE                           ,            ,10306,1,0,1,1224,1816,1997,1,A5,150369,2012-07-31 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4645,117, ,A5,46 MEADOW LANE                           ,            ,10306,1,0,1,1375,1816,1997,1,A5,0,2012-08-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4645,120, ,A5,54 MEADOW LANE                           ,            ,10306,1,0,1,1635,1544,1994,1,A5,315000,2012-07-09 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4645,201, ,A5,156 WOODCUTTERS LANE                     ,            ,10306,1,0,1,895,1627,1994,1,A5,262000,2012-05-01 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,4645,269, ,A5,27 WOODCUTTERS LANE                      ,            ,10306,1,0,1,1092,1866,1994,1,A5,370000,2012-07-27 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5026,3, ,A5,217 JUSTIN AVENUE                        ,            ,10306,1,0,1,2400,1232,1970,1,A5,0,2012-12-06 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5026,90, ,A5,99 THOLLEN STREET                        ,            ,10306,1,0,1,2640,1232,1975,1,A5,0,2012-06-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5027,32, ,A5,41 THAYER PLACE                          ,            ,10306,1,0,1,2499,1232,1965,1,A5,0,2012-03-15 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5027,41, ,A5,23 THAYER PLACE                          ,            ,10306,1,0,1,2370,1232,1965,1,A5,372500,2012-11-20 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5028,7, ,A5,29 OVIS PLACE                            ,            ,10306,1,0,1,2400,2049,1972,1,A5,0,2012-12-14 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5028,9, ,A5,27 OVIS PLACE                            ,            ,10306,1,0,1,2400,1232,1965,1,A5,0,2012-04-13 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5028,28, ,A5,12 THAYER PLACE                          ,            ,10306,1,0,1,2375,1232,1965,1,A5,395000,2012-12-13 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5029,56, ,A5,198 JUSTIN AVENUE                        ,            ,10306,1,0,1,2660,1584,1970,1,A5,0,2012-12-15 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5105,59, ,A5,169 REDGRAVE AVENUE                      ,            ,10306,1,0,1,3060,1600,1975,1,A5,0,2012-08-08 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5108,5, ,A5,96 GREENCROFT AVENUE                     ,            ,10308,1,0,1,1920,1650,1998,1,A5,401000,2012-07-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5108,37, ,A5,3551 HYLAN BOULEVARD                     ,            ,10308,1,0,1,2375,1312,1970,1,A5,281500,2012-10-18 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5109,1, ,A2,145 KEEGANS LANE                         ,            ,10308,1,0,1,4000,912,1960,1,A2,305000,2012-04-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5110,18, ,A5,138 MAYBURY AVENUE                       ,            ,10308,1,0,1,2300,1176,1965,1,A5,0,2012-04-05 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5110,43, ,A5,121 GREENCROFT AVENUE                    ,            ,10308,1,0,1,2300,1176,1965,1,A5,0,2012-02-15 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5110,48, ,A5,133 GREENCROFT AVENUE                    ,            ,10308,1,0,1,2300,1176,1965,1,A5,0,2012-10-12 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5116,65, ,A1,197 MAYBURY AVENUE                       ,            ,10308,1,0,1,4329,1848,1960,1,A1,0,2012-08-31 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5117,19, ,A2,206 MAYBURY AVENUE                       ,            ,10308,1,0,1,4000,1144,1965,1,A2,0,2012-02-13 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5118,56, ,A5,3643 HYLAN BOULEVARD                     ,            ,10308,1,0,1,2800,1744,1965,1,A5,0,2012-10-25 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5119,29, ,A1,40 FIELDWAY AVENUE                       ,            ,10308,1,0,1,4920,1784,1975,1,A1,0,2012-08-09 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5125,34, ,A1,5 DENT ROAD                              ,            ,10308,1,0,1,6000,2288,1945,1,A1,0,2012-04-03 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5126,34, ,A1,175 GREAT KILLS ROAD                     ,            ,10308,1,0,1,6450,1490,1910,1,A1,435000,2012-06-28 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5127,15, ,A1,27 MIDLAND ROAD                          ,            ,10308,1,0,1,20600,2700,2010,1,A1,1749000,2012-05-11 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5128,96, ,A1,220 GREAT KILLS ROAD                     ,            ,10308,1,0,1,9810,1592,1930,1,A1,595000,2012-09-19 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5129,30, ,A5,26 KING JAMES COURT                      ,            ,10308,1,0,1,3103,2400,1989,1,A5,445000,2012-11-16 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5130,75, ,A2,299 GREENCROFT AVENUE                    ,            ,10308,1,0,1,4000,1332,1960,1,A2,0,2012-04-25 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,11, ,A5,22 GREENCROFT LANE                       ,            ,10308,1,0,1,2016,1144,1990,1,A5,290000,2012-06-28 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,27, ,A5,270 GREENCROFT AVENUE                    ,            ,10308,1,0,1,2804,2304,2012,1,A5,524398,2012-09-21 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,27, ,A5,270 GREENCROFT AVENUE                    ,            ,10308,1,0,1,2804,2304,2012,1,A5,0,2012-09-21 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,30, ,A5,268 GREENCROFT AVENUE                    ,            ,10308,1,0,1,2642,2304,2012,1,A5,524398,2012-10-04 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,30, ,A5,268 GREENCROFT AVENUE                    ,            ,10308,1,0,1,2642,2304,2012,1,A5,0,2012-10-04 00:00:00
5,GREAT KILLS              ,01  ONE FAMILY HOMES                        ,1,5131,31, ,A5,264 GREENCROFT AVENUE                    ,            ,10308,1,0,1,2627,2304,2012,1,A5,0,2012-09-19 00:00:00
